0,1
0.826452,0.38742536
0.43072367,0.51573086
0.48686177,0.8556437
0.090330414,0.7044079
0.07352548,0.5516939
0.070831075,0.5779247
0.09583406,0.70577675
0.261968,0.12671433
0.13263445,0.33163422
0.10846868,0.5387301
0.5609672,0.47232303
0.22762144,0.13262029
0.9145554,0.6753588
0.53373766,0.7209972
0.8596701,0.3888653
0.2270021,0.25639912
0.44260958,0.80219036
0.48547226,0.73144066
0.46740854,0.7540688
0.9674762,0.4603737
0.91227674,0.32600647
0.4497287,0.36453253
0.85769004,0.29726157
0.84711444,0.36945507
0.42200884,0.7044153
0.110511616,0.45341745
0.51467425,0.42430854
0.05863736,0.43860412
0.5861534,0.73047525
0.5165797,0.8667329
0.8864723,0.45702708
0.4861626,0.7183868
0.16071841,0.42837447
0.07456079,0.49416727
0.40894458,0.6940752
0.2330443,0.1505298
0.10341163,0.70137954
0.53762734,0.48006073
0.4951249,0.5048223
0.44838813,0.36669865
0.18451461,0.20461832
0.48502874,0.48879173
0.9611036,0.70284903
0.95825416,0.36536312
0.51871467,0.5003533
0.13928075,0.4377259
0.13845146,0.28876376
0.53880525,0.35289317
0.47639114,0.5564601
0.14672764,0.22456123
0.15207261,0.4592113
0.9892111,0.5052621
0.5628508,0.75138384
0.52603406,0.62044907
0.46075535,0.74824655
0.97833925,0.35813677
0.94279236,0.6165744
0.84262943,0.41968486
0.12437,0.5335372
0.5387296,0.3520142
0.5910062,0.5018173
0.57424635,0.5259558
0.9748853,0.5081906
0.047675166,0.44033748
0.5315668,0.9460204
0.92173547,0.68309754
0.93660885,0.6319221
0.893229,0.33945662
0.23152238,0.20595421
0.17244288,0.338795
0.46563983,0.34920242
0.028005458,0.36914027
0.5915779,0.5157113
0.93864655,0.7088577
0.85338235,0.42089972
0.86884356,0.2899458
0.94842124,0.70847785
0.44716915,0.6314421
0.4910533,0.8203112
0.8315095,0.43203825
0.112570435,0.4777851
0.4529025,0.6255934
0.05355822,0.38780144
0.5252511,0.5165124
0.53832597,0.4229617
0.5045523,0.76916313
0.09389663,0.76052195
0.8906719,0.29695323
0.4804865,0.47078285
0.12090274,0.34608817
0.13432434,0.3668132
0.10988156,0.60783195
0.09126026,0.31652486
0.14098334,0.3187639
0.06594086,0.68512416
0.86983865,0.3245531
0.5275522,0.32112348
0.24474823,0.21115918
0.8993566,0.42047408
0.20324618,0.2830432
0.5285548,0.8634233
0.9622657,0.71020114
0.88697344,0.2055127
0.49753496,0.5167527
0.43263912,0.7230524
0.5338183,0.6033826
0.89979243,0.32790574
0.9326355,0.5931535
0.5153612,0.94644743
0.2322231,0.11973482
0.56615263,0.47771707
0.95007217,0.6360531
0.06393738,0.55153054
0.071956046,0.41375244
0.13173857,0.32960272
0.9088879,0.33568385
0.52289224,0.90133107
0.56251484,0.75728285
0.4212691,0.6453248
0.07643579,0.5808875
0.049869016,0.3987995
0.467873,0.56515473
0.8898063,0.19823393
0.5372865,0.7334584
0.25772628,0.1432416
0.26717374,0.17298256
0.1607744,0.42993453
0.4930444,0.6583859
0.9012575,0.3928968
0.95799106,0.64782083
0.5351899,0.2915223
0.89130414,0.42748976
0.079215616,0.66614777
0.521147,0.320029
0.094281286,0.52739406
0.52030337,0.42703474
0.9361919,0.62838876
0.0910153,0.5964883
0.5208234,0.5674106
0.14089546,0.40975672
0.26174483,0.16038688
0.92291254,0.22635032
0.23914337,0.13634448
0.5560428,0.5030515
0.43635866,0.47184554
0.44592306,0.41993016
0.20476997,0.22308485
0.28077796,0.083837494
0.9270095,0.5221884
0.014577273,0.51407456
0.1377352,0.52246803
